La,Ce,Pr,Nd,Sm,Y,Ca,Zr,Mg,Ni,Co,Al,Mn,Zn,Cr,Temp,cap,iziritsu,density,Pd80_04,Pd80_05
0.19133715,0.032643187,0.031447723,0.054285688,0.065577955,0.053046288,0.158218109,0.013243741,0.121365607,3.703029368,0.035721135,0.042147631,0.074547395,0.012322342,0.053302564,907.3445959,472.8724368,1.503138258,9.494749693,0.14113461,0.125381771
0.505923206,0.079412593,0.025511188,0.327553912,0.058683304,0.073643655,0.090191311,0.086363034,0.214638291,3.688663425,0.05230711,0.41859877,0.072687105,0.048458119,0.022576984,260.0230579,609.721931,1.080239449,1.123352163,0.04664078,0.278415759
0.327503258,0.076259214,0.023130863,0.0917406,0.035268294,0.07726837,0.096103291,0.032058966,0.471099423,4.543454601,0.012655225,0.076989309,0.028212031,0.084061999,0.0971699,930.4195688,741.4347441,1.668043551,3.635691799,0.072464145,0.295853948
0.158854154,0.051174115,0.052916303,0.537963515,0.063916791,0.073466208,0.628768537,0.095043769,0.094597991,4.890888269,0.060288181,0.053815721,0.003495582,0.088216965,0.071649538,1306.909885,175.9925084,0.080305801,11.60503973,0.288662341,0.308960974
0.267428648,0.035669879,0.057646117,0.031541588,0.235902607,0.0626895,0.023646943,0.048395422,0.076183777,5.270520831,0.014513977,0.237367667,0.097873426,0.024069517,0.014711536,1911.947586,305.2849953,1.041253465,2.429889957,0.323023995,0.226195062
0.206402409,0.063783739,0.204830098,0.331814589,0.066842921,0.085930328,0.21281637,0.012141966,0.101097293,5.241086537,0.048021625,0.353489694,0.082469666,0.083835892,0.055027946,983.9380751,597.482126,1.668553906,9.083934794,0.221387328,0.17539608
0.324083486,0.077880355,0.001220811,0.034442198,1.091887461,0.071335139,0.081745903,0.021835317,0.045467964,0.626057483,0.029352451,0.407769458,0.058085076,0.077316675,0.098005531,306.4684084,560.2322693,1.921574969,11.61607693,0.248720542,0.174957716
0.127464337,0.046250932,0.079193465,0.725551461,0.077699117,0.019764141,0.075143691,0.070509212,0.194617131,3.041983295,0.077347891,0.400878888,0.028189808,0.071226605,0.084724641,1465.183635,386.4489122,0.480784399,8.12846027,0.122592964,0.072287763
0.305524805,0.032003634,0.081025764,0.083460166,0.937731405,0.084539221,0.068803968,0.098856809,0.065716648,4.312884442,0.091896532,0.392431945,0.065523153,0.000728498,0.035899018,1232.033854,62.41551738,1.779359938,2.369963954,0.415793142,0.454098555
0.258224988,0.064343206,0.044363016,0.134037353,0.021169028,0.057042152,0.137157294,0.042380818,0.294711473,6.566982839,0.05536891,0.001941081,0.071255312,0.046449573,0.043065396,1846.396282,751.5072278,1.461871095,7.40519005,0.157799004,0.32172779
0.097978956,0.09773873,0.063908096,0.049198346,1.555093787,0.033385225,0.014132379,0.054599406,0.115596926,6.239392578,0.015871526,0.155742818,0.08014561,0.027541487,0.097527436,384.1884881,575.722753,0.78405754,16.38469856,0.636412011,1.586304661
0.137485023,0.039504401,0.007771862,0.969046151,0.029349082,0.058083747,0.013008906,0.092302872,0.008404284,5.83211494,0.024192539,0.205168463,0.008814349,0.061778252,0.098600774,908.5193938,440.8412433,0.966391431,3.52528306,0.068966741,0.085861332
0.373722731,0.081186141,0.014755288,0.069304182,0.002115557,0.041553299,0.083480877,0.037447894,0.304947509,4.775377864,0.080973329,0.28607,0.005616469,0.056265953,0.114248332,326.0639386,578.6118342,0.239370366,4.540774734,0.110305506,0.104865721
0.91555952,0.047618045,0.071809636,0.004398733,0.065195368,0.04239781,0.047760028,0.094364756,0.780317999,5.528901257,0.04827853,0.003507356,0.03613213,0.022050923,0.085126459,633.3158111,51.41004795,0.468670682,6.136549604,0.17629787,0.126226348
0.176171926,0.002563761,0.099270405,0.07272606,0.440473478,0.042707985,0.034677195,0.065688447,0.078654272,3.314332435,0.069983774,0.382153457,0.009093228,0.015390433,0.035314946,1159.310951,258.8728089,0.282068919,13.35983099,0.119766379,0.422307202
0.424657099,0.060961178,0.001363045,0.004509436,0.017814504,0.056229469,0.014040673,0.076226812,0.047246018,4.961921452,0.049196845,0.219265778,0.091168462,0.096262657,0.012452931,1039.608691,234.170875,1.063704217,9.70739586,0.082605843,0.129662552
0.871429223,0.019781066,0.011148189,0.029525182,0.091540698,0.045811276,0.078005958,0.084950653,0.386237182,1.123154582,0.073941572,0.022990314,0.082731298,0.087774687,0.036672863,1829.946428,814.1173747,0.485929422,8.011695651,0.045529193,0.297038345
0.344638616,0.050471981,0.069674562,0.262719137,0.255231568,0.033088989,0.094410961,0.038403289,0.09967386,1.820125455,0.004589141,0.081002652,0.051867184,0.051535368,0.278030194,332.5708022,87.97992147,0.860930197,4.607127878,0.078351267,0.047932397
0.259390235,0.070379131,0.090231598,0.020323875,0.695290667,0.058683967,0.060979936,0.035054059,0.295697157,7.105720882,0.063007464,0.018500274,0.03153061,0.031642152,0.00187527,1871.844017,278.1031731,0.997054328,0.834888375,0.904109289,0.395297581
0.265377691,0.063284358,0.016441851,0.032033521,0.02687496,0.028058028,0.8193499,0.071851724,0.460521408,0.377387488,0.084351624,0.0147863,0.026765234,0.033386124,0.072687956,924.9285961,489.9448702,0.820466808,3.271414425,0.085532416,0.174132195
0.104387239,0.037576538,0.034332236,0.024142598,0.9391793,0.093336878,0.094172704,0.080820508,0.185505752,0.283083645,0.030277741,0.042824778,0.07168816,0.010963492,0.021052361,1639.488128,45.10433609,1.140617246,2.479506065,0.193209349,0.233816617
0.504560912,0.006142009,0.091116419,1.0263349,0.032549016,0.055215308,0.084309966,0.054061994,0.070281489,1.488591263,0.075482005,0.186457204,0.005915947,0.039648357,0.098299505,1884.871172,303.7711395,1.211203055,14.70990901,0.024705576,0.076003514
0.057744994,0.001572458,0.048731358,1.070226537,0.057709525,0.089152739,0.028196546,0.066435492,0.104521885,4.080747857,0.086601979,0.178314433,0.061984057,0.093453486,0.072413089,635.5740408,146.7225867,1.318368574,10.46015082,0.120880721,0.133480334
0.094014327,0.007888897,0.049824311,0.091989795,0.379505615,0.056913294,0.041357359,0.053612606,0.068328123,2.268610985,0.073777083,0.366993623,0.011745899,0.055208958,0.081950393,1944.3242,235.6808009,1.281250196,9.056538923,0.582636234,0.606575204
0.407658068,0.003464403,0.024225512,0.188408399,0.083727801,0.050617316,0.364858914,0.089288827,0.411363547,2.182629429,0.083505644,0.081580289,0.097595505,0.093595018,0.060084627,261.0439053,466.8046606,0.526194281,14.29985052,0.561383541,0.539212596
0.377640678,0.017724328,0.051052107,0.09441219,1.306537642,0.092614435,0.092458529,0.106792972,0.154659632,4.411365945,0.097989923,0.19670601,0.061321593,0.09122885,0.052557937,289.6838212,566.0459067,1.750039801,5.670573175,0.083774435,0.472906038
0.368908378,0.010879531,0.029462421,0.01410611,0.095942537,0.067544584,0.492078331,0.074024041,0.018914656,4.626905651,0.032045455,0.086942014,0.079679795,0.002658478,0.088152118,751.262972,425.5162722,0.119113084,12.24529831,0.681587214,1.080848008
0.090566148,0.017149174,0.008373443,0.286393648,0.042500478,0.049639,0.249013186,0.092644406,0.35937939,5.563086393,0.088116151,0.025404932,0.089344428,0.092694222,0.017694942,465.8284653,198.4908253,1.225768052,10.31462772,0.211967435,0.112128913
0.274284032,0.051135421,0.055039541,0.053797283,0.006263496,0.009554012,0.369894997,0.028003719,0.236824767,4.049762544,0.034420107,0.080007337,0.018650767,0.091850456,0.077705009,1130.010089,160.7046797,1.612578671,9.261809647,0.070626699,0.041912154
0.948187213,0.060134292,0.005570698,0.082059296,0.057737452,0.001566065,0.215891771,0.059487716,0.343144754,0.410857758,0.051130003,0.052149014,0.059992071,0.045293584,0.06285489,1272.138912,458.9674298,0.193238692,2.904506484,0.065981141,0.234390096
0.244807283,0.030593286,0.089540322,0.040512575,0.229812094,0.066543187,0.016385047,0.057024212,0.056963384,6.487483926,0.021797173,0.115082578,0.020653335,0.041587982,0.08321319,1842.564297,433.6652094,0.129408695,15.27951576,0.276555774,0.195275661
0.728845698,0.07583723,0.051828058,0.013610348,0.402593525,0.073933375,0.043407686,0.086487874,0.06019934,2.673659007,0.079356942,0.319164073,0.046780193,0.033829324,0.063580758,1067.139937,430.3701244,1.514031198,9.69440261,0.237502281,0.37633202
0.367817047,0.071983669,0.085853169,0.347281672,0.599476401,0.008530252,0.043404555,0.096562658,0.130676429,5.354300586,0.091010983,0.335988289,0.016762595,0.072284936,0.025029755,622.3372047,551.8610992,0.225695231,4.555189493,0.112256447,0.086746631
0.06554921,0.02005572,0.030164435,0.574127101,0.048982514,0.085693691,0.075506495,0.095812002,0.278918452,5.681577064,0.039925509,0.218912765,0.073393415,0.09441426,0.079855705,1880.192851,307.0277913,0.423380281,13.52088342,0.107515016,0.136884522
0.451471826,0.087724763,0.089199868,0.037521654,0.352414377,0.072512782,0.043423479,0.095930468,0.086007185,3.465090969,0.059546522,0.222646266,0.040305339,0.065341007,0.093513836,1952.845016,255.1611731,1.747069212,11.81279716,0.077709415,0.160969908
0.398844063,0.083152978,0.049118847,0.034120752,0.81409741,0.052720311,0.053992995,0.053816046,0.085077998,0.081064716,0.044646448,0.156021073,0.077133911,0.028642976,0.009207341,750.5742615,247.5568008,1.155063777,3.137008012,0.204941444,0.211423098
0.283110644,0.035367937,0.060320236,0.098280249,0.432415465,0.040457489,0.012359733,0.055948745,0.018274175,6.123940431,0.064672689,0.197940137,0.01944991,0.008933827,0.015140416,1871.821909,98.399281,0.807625419,11.515067,0.080621097,0.204717416
0.316381841,0.005835161,0.100010153,0.030919006,0.108902751,0.087090301,0.081496274,0.040661913,0.397301183,2.50878865,0.092218581,0.180804435,0.096263048,0.01314499,0.010627833,1594.681567,725.4611025,1.440919506,14.95233629,0.173900155,0.10260355
0.224862558,0.075043217,0.086371206,0.027618241,1.054187246,0.038674846,0.012104552,0.071428195,0.106454653,4.627513953,0.050971493,0.12859592,0.050411267,0.027104215,0.064682404,835.9215964,285.2626229,0.115072126,2.527446046,0.05574565,0.083718947
0.204509775,0.050348937,0.096066226,0.090879996,0.649272243,0.044153546,0.098962778,0.04216228,0.103102802,4.7375002,0.05727822,0.41152454,0.073019906,0.077423129,0.028540258,437.1486274,279.5680554,1.663226832,14.37328167,0.079068343,0.249548035
0.156919869,0.081118174,0.261940979,0.20811837,0.075957816,0.093559299,0.097307697,0.009527468,0.3350037,6.143966539,0.062689338,0.138471504,0.050064273,0.014095169,0.060310299,1537.810018,614.9970576,1.757430536,6.729705819,0.104564387,0.141311555
0.339198221,0.095983538,0.093409095,0.085074371,0.233156672,0.041142516,0.071502665,0.000800502,0.128782158,2.684889758,0.014920075,0.089741626,0.05152859,2.76E-03,0.006348053,1555.619719,27.8771178,0.363266161,14.00442436,0.233689948,0.230535194
0.080667392,0.001792653,0.092766841,0.659107008,0.777873616,0.094264771,0.064723867,0.005235844,0.092538357,4.49853628,0.026481886,0.123141975,0.073805713,0.009667643,0.049486991,1566.563962,473.7200784,1.706855246,16.71851766,0.27644052,0.135282328
1.119932217,0.078692045,0.003331646,0.076703564,0.519840424,0.0342009,0.051205599,0.013009838,0.149370687,3.776665251,0.02351419,0.104772201,0.004214265,0.003138663,0.006635533,1342.12132,378.6838417,1.359602248,11.91603237,0.399305249,0.26584973
0.24329923,0.098133411,0.012366161,0.094113883,1.535336846,0.048118575,0.042227883,0.040317612,0.089760231,0.856380168,0.038383818,0.236116791,0.096801743,0.042928937,0.075080489,1407.547616,73.91724876,0.170089457,4.957564354,0.3544865,0.45902374
0.733207478,0.056113904,0.016798834,0.005371445,0.238550991,0.044918251,0.042484011,0.080988427,0.099440927,0.201493662,0.049637848,0.099539148,0.093893818,0.039565089,0.028294447,548.1387645,606.394664,0.329662532,3.701963541,0.088091357,0.240211058
0.100804422,0.03366205,0.032609247,0.714128584,0.605629643,0.079716587,0.054195834,0.070586183,0.21830372,5.592861394,0.017163705,0.234694465,0.094393676,0.042890174,0.045820957,1950.518646,684.478674,1.549606106,15.58907383,0.085687051,0.21266504
0.095674104,0.044270985,0.038029065,0.07904265,0.037146396,0.05447891,0.061016575,0.0378825,0.094835848,6.264759612,0.018207935,0.008171901,0.064844726,0.217392053,0.072037601,533.8985319,302.7744091,1.793234905,15.44438923,0.08080837,0.441268065
0.0959542,0.023472143,0.087395011,0.560198685,0.094175016,0.052481633,0.078511955,0.084619555,0.111252774,1.706337084,0.031255577,0.017869164,0.039163,0.074620966,0.021971716,1951.982935,245.1333979,0.575983771,4.700551763,0.150461437,1.010494156
0.018487954,0.047815218,0.053687424,1.780588623,0.059621585,0.011704571,0.074414279,0.007839107,0.122665286,6.106170416,0.051569462,0.119942393,0.053390663,0.045726677,0.073855122,653.715205,53.85678622,1.792703286,13.22275318,0.242676356,0.300402284
0.844595142,0.068255414,0.003386008,0.024941162,0.503755119,0.079810255,0.07654048,0.035240594,0.102964953,2.061085006,0.073660768,0.121198495,0.040668124,0.075208825,0.01245925,1144.669025,488.3108746,0.015861328,15.18227938,0.094611369,0.307549369
0.740572973,0.023410373,0.072913569,0.042447605,0.066366222,0.081421572,0.021388509,0.075416492,0.135526872,6.374126821,0.086811691,0.086715743,0.027069322,0.004359365,0.025785446,1809.971289,112.2995153,0.710573925,0.837401027,0.418817915,0.193033602
0.259400508,0.00638032,0.037380626,0.096946289,1.386719474,0.079483851,0.071754746,0.018179245,0.100784137,4.892423317,0.032078348,0.53095604,0.045151905,0.034051643,0.011285236,898.9356072,554.842817,1.799636318,5.699244556,0.112859703,0.255176986
0.108524423,0.098729487,0.047726649,0.073382627,0.207918724,0.050446061,0.044602527,0.072311354,0.082609941,4.975320639,0.029596324,0.267556317,0.002824714,0.074075979,0.002854697,790.4712114,509.0370744,0.504612169,10.57810976,0.250146918,0.489993112
0.166658481,0.004638117,0.008935349,0.080211738,0.214998349,0.074278598,0.025828194,0.046813305,0.032107744,2.713723089,0.06702958,0.292446104,0.030196652,0.02848351,0.089826277,118.9999075,89.22075562,1.836770399,5.088839867,0.14376384,0.406850849
0.715030379,0.035205573,0.557684857,0.096460961,0.020910048,0.088577309,0.006908753,0.049673986,0.413140549,3.316812623,0.084113672,0.018314074,0.07307453,0.023561103,0.049781203,1572.252878,198.3447188,1.195800471,4.136193532,0.11382903,0.185295407
0.63422483,0.030923769,0.036335149,0.07116348,0.071915634,0.005391441,0.099480501,0.039331464,0.294744074,3.937308761,0.096389027,0.098417338,0.09349534,0.091588101,0.057738349,528.7812157,663.0416426,0.08891752,2.596212059,0.074600188,0.119312762
0.011070653,0.074871349,0.040586488,0.005914489,0.056814265,0.061691588,1.585963927,0.067017401,0.371282796,0.524494985,0.049611601,0.045272227,0.067954915,0.078442688,0.097006389,1409.991392,681.7145589,0.292764175,8.862225061,0.023443532,0.179354836
0.07823025,0.024979901,0.080564126,0.041055655,0.167515938,0.043420933,0.016911766,0.065087433,0.096906599,2.69035381,0.063035512,0.496835322,0.005598477,0.09302127,0.031756225,927.9287228,322.8014472,0.724497,13.61633931,0.159602675,0.141387041
0.086296773,0.046610082,0.021580048,0.062812746,0.136229257,0.071639534,0.244888646,0.079139356,0.049355979,4.521993782,0.02354766,0.013145531,0.058058807,0.013429582,0.06108035,1995.903726,28.18567647,0.905984244,12.50333034,0.162300837,1.023775375
0.393423592,0.059534337,0.057144359,0.06371881,0.000971077,0.089561277,0.061081399,0.042566973,0.614278772,0.523416693,0.058005639,0.237521594,0.039731416,0.008992962,0.027681334,1116.733589,339.111455,0.551679313,10.50744862,0.144395095,0.356629843
0.422490222,0.009346538,0.00539165,0.059658232,0.014646234,0.045236476,0.006690944,0.067686156,0.577863461,0.800761028,0.028393793,0.065763864,0.08830687,0.043003387,0.04692343,845.6470728,548.4562179,1.578165632,13.05221141,0.086684574,0.352837424
0.552926096,0.027327758,0.037990932,0.073225178,0.078267216,0.006146508,0.061944543,0.079637254,0.848193094,2.307995604,0.089730861,0.001213178,0.091716011,0.014478847,0.000106508,2022.097289,460.091906,1.492929341,10.89380633,0.170513608,0.301182084
0.023109221,0.038912928,0.061728708,0.066728705,0.010814573,0.084382196,0.067089353,0.056806574,0.941469196,0.580721833,0.003227907,0.019100816,0.058180981,0.070351542,0.088660245,821.1908072,173.8105279,0.802075305,9.418935427,0.149928988,0.356891781
1.090969261,0.122771423,0.097511958,0.111267881,0.070125995,0.02847097,0.089472599,0.035805229,0.060810191,3.578463433,0.325101977,0.100658962,0.129049364,0.083204979,0.041019761,1509.094699,420.9287409,0.501867674,10.14973438,0.876618136,0.291023851
0.935589398,0.048626421,0.285723086,0.105992927,0.004740214,0.040574557,0.056881056,0.02664836,0.24585072,3.685562828,0.067374844,0.141696789,0.014354336,0.016024497,0.027630362,986.4850258,639.6413093,0.114611143,13.11461789,0.073795223,0.069140469
0.07377946,0.039629545,0.049615616,0.486754958,0.022326291,0.017465512,0.030119309,0.007498864,0.377744902,2.104714645,0.101732152,0.10353544,0.13272368,0.014907371,0.093804779,1770.358926,246.6653508,0.759160957,14.89437427,0.106544043,0.07230292
0.134009727,0.084426272,0.011997607,0.670144126,0.013146073,0.059391862,0.004753488,0.051230717,0.18633389,4.857259202,0.131717345,0.304056153,0.176164535,0.08348681,0.070857536,585.9458887,580.0709584,1.853116734,8.92691808,0.039262389,0.126088944
0.060441876,0.104292305,0.069257443,0.512234728,0.045844195,0.076978662,0.066667987,0.01868437,0.151499806,6.108041314,0.039790246,0.568245093,0.076903243,0.035337659,0.036945405,1547.563995,279.6583547,0.255029578,12.95304282,0.056507124,0.131933579
0.067247906,0.276973805,0.41311634,0.191429352,0.089007814,0.049602013,0.037494908,0.078328995,0.0858579,4.715997164,0.07693382,0.133770562,0.043045334,0.025693751,0.005806567,1946.331158,462.9070266,0.364246946,2.140606512,0.17250311,0.199108091
0.211853967,0.550257547,0.025242768,0.40159927,0.076320094,0.083979684,0.01323863,0.059175291,0.297265315,1.114700237,0.311508944,0.262783807,0.034106023,0.030847777,0.046214046,1401.903868,641.242548,0.964832248,11.88710611,0.074314622,0.044787923
0.697107017,0.012216928,0.352310906,0.286798593,0.009422186,0.090498148,0.070552365,0.039937369,0.221455027,3.339902732,0.087699577,0.076082714,0.013358359,0.066386183,0.038397901,663.6525104,602.1354177,0.530226201,3.964870041,0.039066861,0.033667439
0.310774778,0.086754691,0.501357175,0.037206491,0.071378394,0.325530614,0.067224769,0.084336244,0.465423459,2.750119374,0.060575417,0.202631232,0.037464922,0.004294644,0.082463771,1726.249868,471.7452021,1.479386946,7.003161471,0.100820714,0.153644117
0.099772643,0.117782689,0.082016516,0.643777307,0.051648459,0.067994427,0.025239859,0.002668195,0.251737571,6.069391082,0.08594892,0.207714423,0.040095337,0.046126499,0.029724892,543.3160646,294.0668726,1.042461596,5.953920723,0.053768816,0.137286585
0.081778852,0.029847763,0.044297736,1.342296975,0.059404043,0.029587078,0.033372388,0.052282081,0.319962929,4.887419934,0.070457629,0.050555463,0.029889963,0.015545201,0.063023743,1854.224842,698.7787193,1.391115518,6.462340257,0.224679076,0.260545841
0.089876302,0.028786282,0.09086822,1.089335275,0.056927773,0.010166006,0.093472813,0.005093526,0.349632625,3.493483919,0.05754072,0.047675236,0.068466006,0.073999729,0.024075296,1756.544494,66.70641428,1.710451207,8.075216154,0.041621045,0.120163922
0.85104622,0.073341465,0.069418704,0.119049698,0.045834388,0.039608338,0.019951877,0.002808289,0.467739903,5.457999731,0.02894577,0.170758518,0.071200151,0.043970085,0.00206093,112.8692871,34.58519079,0.84645045,5.114364083,0.023059928,0.185894028
0.053299576,0.328500605,0.067213512,0.788630599,0.069456499,0.075952421,0.010281986,0.022222582,0.112272794,2.761168967,0.08386398,0.284457348,0.091763211,0.055840882,0.049984612,1161.748929,597.8714304,1.470573625,14.1513614,0.18511951,0.338117081
0.032301132,0.015542343,0.080508074,1.275021262,0.050670069,0.094141303,0.05996147,0.038648732,0.076129867,2.941577759,0.09224875,0.077768485,0.277120676,0.056180035,0.097726364,229.8076487,329.5387484,0.813776995,7.136711556,0.060394107,0.226714545
0.510822944,0.013101301,0.041881039,0.174860844,0.040751825,0.007293018,0.042638322,0.043768025,0.05117607,2.52916244,0.096597988,0.305162448,0.04673671,0.074807211,0.030937308,745.7979137,58.01761743,0.96868045,9.79621284,0.731822915,0.21689966
0.518232266,0.031014563,0.229267421,0.051511584,0.078480029,0.224099689,0.026653416,0.055324152,0.269225574,2.905897755,0.081380996,0.137622519,0.023548284,0.036828184,0.094005008,545.5044978,125.6501896,1.200085925,10.14827408,0.136875385,0.024848805
0.882638024,0.035558766,0.427877002,0.052041394,0.087029957,0.096650994,0.084636863,0.083322241,0.292463038,5.715476891,0.037148857,0.380149095,0.074703478,0.056524377,0.013973478,1056.079013,62.03556895,0.591864652,9.502086631,0.103727493,0.052312756
1.736814371,0.081880303,0.098016377,0.066042835,0.013706509,0.022256901,0.03818669,0.036191184,0.213772728,3.831024597,0.09630769,0.106394984,0.089540785,0.02028765,0.027007846,1039.945087,686.1729538,0.074812595,13.45676769,0.199910647,0.169005798
0.107609611,0.044360618,0.335143707,0.169369451,0.011370759,0.036574361,0.07591258,0.009351094,0.093942465,6.494622437,0.392784927,0.112040478,0.093424448,0.074478393,0.051436802,494.2011474,58.24409326,1.024669563,2.47125384,0.127931828,0.08349438
0.533611248,0.061789455,0.177356875,0.253103137,0.037150462,0.041848465,0.047381243,0.086948409,0.138267964,1.739573121,0.018954782,0.105120147,0.065633135,0.071038977,0.095096976,1147.15182,710.8277762,1.062109122,7.787510823,0.105387238,0.176382168
0.059040553,0.075962273,0.227577364,0.549009169,0.040069203,0.08684562,0.03767842,0.106802478,0.438792887,4.382397449,0.094897287,0.208384146,0.073902559,0.054067839,0.007823122,541.9803802,283.5534804,0.929909149,12.12074029,0.258878591,0.174082349
0.08041548,0.047112779,0.078831099,0.302536543,0.00082134,0.01172543,0.025606515,0.033232855,0.209877649,0.28001787,0.089518198,0.198544782,0.027653822,0.006913901,0.089318527,1488.262583,161.6533162,0.09457099,5.879917262,0.113492358,0.122994455
0.121737425,0.018651506,0.004385546,1.038180341,0.090314621,0.07173493,0.056752449,0.013816466,0.234580237,1.799584569,0.038137992,0.270490731,0.048124336,0.089973393,0.059041589,616.7113821,372.4991379,0.581457936,6.620768254,0.104333833,0.200836327
0.691054247,0.011133587,0.150365186,0.251477546,0.01934375,0.028667808,0.001264293,0.033901199,0.235655322,3.389224302,0.007440645,0.241430602,0.054290655,0.098966264,0.020697928,1255.499644,382.3784135,1.261632164,5.75692329,0.123415238,0.048538765
0.060740777,0.097780589,0.071559766,0.82188975,0.089636044,0.046258481,0.050695669,0.0200151,0.042588413,2.851292315,0.076422228,0.25747555,0.032028249,0.032658251,0.045609266,40.97531881,366.2195337,1.366107086,14.92591581,0.110956994,0.050278554
0.081275105,0.054183802,0.017546815,0.404229559,0.085166147,0.023085691,0.080052945,0.050872881,0.216846451,3.692377839,0.097184019,0.242533237,0.076979433,0.008345479,0.041688396,1445.062189,111.9951108,0.856904976,3.614863124,0.198893611,0.329737245
0.925910413,0.091001896,0.31316527,0.031123179,0.070636162,0.111871279,0.061499789,0.04982304,0.100907737,0.119972058,0.03631955,0.176500139,0.019306123,0.063582992,0.073037424,1588.526094,112.223723,0.473825967,9.577511297,0.158781091,0.076924177
0.202409694,0.044541482,0.010180105,0.442166234,0.025849814,0.031003383,0.08108663,0.089298011,0.349281128,4.757699307,0.079521141,0.194325122,0.022112056,0.048262076,0.049805773,1402.182209,491.2645115,1.668937887,8.555898586,0.135384817,0.092053092
0.030285435,0.027633358,0.031881405,0.750892698,0.006526737,0.066948258,0.01601534,0.042867802,0.234632879,1.925888122,0.076446495,0.02518225,0.030356438,0.020293513,0.057748703,932.6951009,664.5924149,1.479374863,2.823002025,0.054576509,0.046765857
0.916456882,0.084488364,0.065115316,0.083291627,0.070677137,0.051138843,0.072712022,0.104117058,0.177830572,3.714396783,0.042681666,0.288145467,0.030449468,0.09808712,0.077468194,351.8300273,641.5961694,0.748242202,11.45885907,0.419395226,0.319816761
0.695127388,0.059425824,0.464204905,0.394252296,0.077879534,0.065884225,0.024685226,0.017849208,0.237671205,0.434748471,0.040745194,0.160955078,0.021333526,0.050272687,0.04631402,750.8182093,52.57255251,0.972945246,2.315926501,0.082829934,0.076372534
0.765976024,0.04099934,0.468610973,0.187245415,0.002924133,0.040782761,0.023348727,0.06427479,0.131596764,0.563851036,0.019413314,0.149183342,0.066375105,0.099714301,0.066619028,755.8308995,233.441976,1.587445112,0.808447681,0.049124546,0.102053061
0.171260981,0.221156374,0.023268463,0.496032057,0.094456522,0.001512405,0.0632987,0.034635467,0.327000462,6.127987962,0.061440274,0.09508837,0.073677119,0.093694732,0.027641566,66.89455123,362.8200539,0.583882703,2.96007431,0.662345785,0.494278161
0.043552005,0.096542463,0.232166512,0.580139122,0.017405374,0.090370542,0.09166769,0.048904944,0.420931488,1.457892532,0.067483179,0.036644186,0.047794507,0.091997528,0.053145295,1686.86982,204.9761401,0.387645363,7.109641688,0.376870412,0.277999169
0.067455469,0.057249846,0.010927715,0.016699079,0.46997434,0.09076464,0.038850445,0.077723008,0.095718315,1.098352354,0.081242275,0.376137236,0.051845025,0.050192293,0.049632497,1028.422531,604.7765846,0.876602756,12.26660838,0.72850797,0.123262349
0.230476025,0.063477337,0.224162045,0.476917272,0.095593936,0.051237761,0.028482708,0.039936276,0.156562513,2.595964642,0.123868094,0.274520771,0.004264262,0.020220539,0.075789413,303.409353,668.1161371,0.50487859,2.714671896,0.07786784,0.223849484
0.195695457,0.077867133,0.097688938,0.180206873,0.070393973,0.005583235,0.037656606,0.04661665,0.173440009,5.246233999,0.085351733,0.173810579,0.002693194,0.002975757,0.096092204,100.0949896,619.1238754,0.231500373,10.39098182,0.143789043,0.137050037
0.232692683,0.0153438,0.111049385,0.196268711,0.044488524,0.023922763,0.049736779,0.029671539,0.050216894,3.61255937,0.03789098,0.267891975,0.071863537,0.015687139,0.038231707,1682.971515,564.5583597,0.153443508,1.940418272,0.401892591,0.591541691
0.391226212,0.065275079,0.111636966,0.219661943,0.007125104,0.082850136,0.044582705,0.082845145,0.152607339,0.553617345,0.196793643,0.369368079,0.005570486,0.060534187,0.085397413,1649.20601,304.330166,0.452167717,2.553508788,0.035081881,0.072485341
0.930051341,0.065609372,0.396820285,0.419443757,0.045471913,0.065245036,0.014293282,0.066301107,0.140008433,0.203354466,0.075160641,0.533554773,0.03536451,0.020550405,0.090971989,1490.21607,160.5995733,1.542754435,12.03440924,0.064114636,0.060272422
0.543871902,0.07385099,0.057919603,0.041420207,0.056455184,0.015617383,0.071301866,0.087356785,0.152095225,5.9854249,0.018757648,0.148623584,0.031236748,0.089036919,0.08463186,697.7078866,355.4694052,1.161167087,2.151925384,0.018657638,0.038706983
0.651819401,0.017077293,0.009919133,0.629981154,0.033774381,0.084911885,0.089253445,0.08381895,0.078447618,1.059029286,0.088940284,0.129861349,0.066877211,0.019507044,0.041064629,1385.281229,183.7104288,0.778980445,7.968861134,0.062798598,0.1324661
0.140817641,0.166564843,0.100292478,0.475231207,0.077935723,0.034156545,0.065382785,0.080745627,0.142249329,3.935731718,0.063302652,0.210897119,0.082978902,0.01720621,0.079152417,1698.791599,205.2401415,0.25389587,4.839903647,0.151093652,0.12557037
0.309393137,0.519669538,0.000129237,0.515552598,0.030914207,0.046649058,0.036060172,0.087560204,0.036943985,3.170748735,0.070014089,0.39967852,0.093127472,0.057042444,0.077723045,11.14448387,98.40430838,1.429004291,5.071527647,1.387463565,0.827544625
0.045419066,0.01054046,0.071908361,0.093226587,0.609587695,0.041117965,0.065554519,0.068934636,0.279757151,5.22012814,0.036407294,0.194961074,0.007187524,0.008551268,0.043274835,1386.185305,28.61163619,1.775758562,11.85712002,0.215433265,0.123396004
